"layer","layer_role","x","y","visual_label","behavior","parameter","modifiers","purpose","usage_notes"
"0","Base typing and thumb access","8","3","m","Key Press","M","","Evolved (selected): Sends M.","Sends M."
"0","Base typing and thumb access","9","3","comma","Key Press","<","","Evolved (selected): Sends <.","Sends <."
"0","Base typing and thumb access","10","3","period","Key Press",">","","Evolved (selected): Sends >.","Sends >."
"0","Base typing and thumb access","11","3","forwardslash","Key Press","?","","Evolved (selected): Sends ?.","Sends ?."
"0","Base typing and thumb access","12","3","backslash","Key Press","|","","Evolved (selected): Sends |.","Sends |."
"0","Base typing and thumb access","3","4","coach_l1_hold","coach_l1_hold","","","Evolved (selected): coach_l1_hold",""
"0","Base typing and thumb access","4","4","spacebar","Key Press","Space","","Evolved (selected): Sends Space.","Sends Space."
"0","Base typing and thumb access","5","4","MB1","Mouse Key Press","MB1","","Evolved (selected): Mouse Key Press: MB1",""
"0","Base typing and thumb access","7","4","coach_l2_hold","coach_l2_hold","","","Evolved (selected): coach_l2_hold",""
"0","Base typing and thumb access","8","4","coach_l4_hold","coach_l4_hold","","","Evolved (selected): coach_l4_hold",""
"0","Base typing and thumb access","4","5","coach_l3_hold","coach_l3_hold","","","Evolved (selected): coach_l3_hold",""
"0","Base typing and thumb access","5","5","leftalt","Key Press","LeftAlt","","Evolved (selected): Sends LeftAlt.","Sends LeftAlt."
"0","Base typing and thumb access","7","5","return enter","Key Press","Enter","","Evolved (selected): Sends Enter.","Sends Enter."
"1","Dynamic mixed Teams/Windows layer","0","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","1","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","2","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","3","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","4","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","5","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","7","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","8","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","9","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","10","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","11","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","12","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","0","1","Alt+Shift+Down","Key Press","DownArrow","L Alt,L Shift","Evolved (selected): Sends L Alt+L Shift+DownArrow.","Sends L Alt+L Shift+DownArrow."
"1","Dynamic mixed Teams/Windows layer","1","1","Ctrl+4","Key Press","4","L Ctrl","Evolved (selected): Sends L Ctrl+4.","Sends L Ctrl+4."
"1","Dynamic mixed Teams/Windows layer","2","1","Alt+Shift+Up","Key Press","UpArrow","L Alt,L Shift","Evolved (selected): Sends L Alt+L Shift+UpArrow.","Sends L Alt+L Shift+UpArrow."
"1","Dynamic mixed Teams/Windows layer","3","1","Ctrl+Shift+O","Key Press","O","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+O.","Sends L Ctrl+L Shift+O."
"1","Dynamic mixed Teams/Windows layer","4","1","Ctrl+9","Key Press","9","L Ctrl","Evolved (selected): Sends L Ctrl+9.","Sends L Ctrl+9."
"1","Dynamic mixed Teams/Windows layer","5","1","uparrow","Key Press","UpArrow","","Evolved (selected): Sends UpArrow.","Sends UpArrow."
"1","Dynamic mixed Teams/Windows layer","7","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","8","1","Ctrl+B","Key Press","B","L Ctrl","Evolved (selected): Sends L Ctrl+B.","Sends L Ctrl+B."
"1","Dynamic mixed Teams/Windows layer","9","1","Win+D","Key Press","D","L GUI","Evolved (selected): Sends L GUI+D.","Sends L GUI+D."
"1","Dynamic mixed Teams/Windows layer","10","1","Ctrl+R","Key Press","R","L Ctrl","Evolved (selected): Sends L Ctrl+R.","Sends L Ctrl+R."
"1","Dynamic mixed Teams/Windows layer","11","1","Ctrl+1","Key Press","1","L Ctrl","Evolved (selected): Sends L Ctrl+1.","Sends L Ctrl+1."
"1","Dynamic mixed Teams/Windows layer","12","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","0","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","1","2","rightarrow","Key Press","RightArrow","","Evolved (selected): Sends RightArrow.","Sends RightArrow."
"1","Dynamic mixed Teams/Windows layer","2","2","leftarrow","Key Press","LeftArrow","","Evolved (selected): Sends LeftArrow.","Sends LeftArrow."
"1","Dynamic mixed Teams/Windows layer","3","2","MB2","Mouse Key Press","MB2","","Evolved (selected): Mouse Key Press: MB2",""
"1","Dynamic mixed Teams/Windows layer","4","2","coach_travel_toggle","coach_travel_toggle","","","Evolved (selected): coach_travel_toggle",""
"1","Dynamic mixed Teams/Windows layer","5","2","downarrow","Key Press","DownArrow","","Evolved (selected): Sends DownArrow.","Sends DownArrow."
"1","Dynamic mixed Teams/Windows layer","7","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","8","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","9","2","left gui","Key Press","LeftGUI","","Evolved (selected): Sends LeftGUI.","Sends LeftGUI."
"1","Dynamic mixed Teams/Windows layer","10","2","coach_game_lock","coach_game_lock","","","Evolved (selected): coach_game_lock",""
"1","Dynamic mixed Teams/Windows layer","11","2","Momentary Layer","Momentary Layer","Layer::6","","Evolved (selected): Momentary Layer: Layer::6",""
"1","Dynamic mixed Teams/Windows layer","12","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","0","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","1","3","Ctrl+Alt+Up","Key Press","UpArrow","L Ctrl,L Alt","Evolved (selected): Sends L Ctrl+L Alt+UpArrow.","Sends L Ctrl+L Alt+UpArrow."
"1","Dynamic mixed Teams/Windows layer","2","3","Ctrl+Shift+H","Key Press","H","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+H.","Sends L Ctrl+L Shift+H."
"1","Dynamic mixed Teams/Windows layer","3","3","Ctrl+A","Key Press","A","L Ctrl","Evolved (selected): Sends L Ctrl+A.","Sends L Ctrl+A."
"1","Dynamic mixed Teams/Windows layer","4","3","Escape","Key Press","Escape","","Evolved (selected): Sends Escape.","Sends Escape."
"1","Dynamic mixed Teams/Windows layer","5","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","7","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","8","3","Alt+F4","Key Press","F4","L Alt","Evolved (selected): Sends L Alt+F4.","Sends L Alt+F4."
"1","Dynamic mixed Teams/Windows layer","9","3","Toggle Layer","Toggle Layer","Layer::5","","Evolved (selected): Toggle Layer: Layer::5",""
"1","Dynamic mixed Teams/Windows layer","10","3","Bluetooth","Bluetooth","BT_SEL 2","","Evolved (selected): Bluetooth: BT_SEL 2",""
"1","Dynamic mixed Teams/Windows layer","11","3","Up","Key Press","UpArrow","","Evolved (selected): Sends UpArrow.","Sends UpArrow."
"1","Dynamic mixed Teams/Windows layer","12","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","3","4","Ctrl+Shift+Q","Key Press","Q","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+Q.","Sends L Ctrl+L Shift+Q."
"1","Dynamic mixed Teams/Windows layer","4","4","Ctrl+Shift+A","Key Press","A","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+A.","Sends L Ctrl+L Shift+A."
"1","Dynamic mixed Teams/Windows layer","5","4","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","7","4","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","8","4","Ctrl+Shift+End","Key Press","End","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+End.","Sends L Ctrl+L Shift+End."
"1","Dynamic mixed Teams/Windows layer","4","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","5","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"1","Dynamic mixed Teams/Windows layer","7","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","0","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","1","0","Win+Home","Key Press","Home","L GUI","Evolved (selected): Sends L GUI+Home.","Sends L GUI+Home."
"2","Dynamic Windows layer","2","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","3","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","4","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","5","0","Win+K","Key Press","K","L GUI","Evolved (selected): Sends L GUI+K.","Sends L GUI+K."
"2","Dynamic Windows layer","7","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","8","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","9","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","10","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","11","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","12","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","0","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","1","1","Win+Shift+Left","Key Press","LeftArrow","L GUI,L Shift","Evolved (selected): Sends L GUI+L Shift+LeftArrow.","Sends L GUI+L Shift+LeftArrow."
"2","Dynamic Windows layer","2","1","Win+E","Key Press","E","L GUI","Evolved (selected): Sends L GUI+E.","Sends L GUI+E."
"2","Dynamic Windows layer","3","1","Momentary Layer","Momentary Layer","Layer::8","","Evolved (selected): Momentary Layer: Layer::8",""
"2","Dynamic Windows layer","4","1","Win+3","Key Press","3","L GUI","Evolved (selected): Sends L GUI+3.","Sends L GUI+3."
"2","Dynamic Windows layer","5","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","7","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","8","1","Win+Space","Key Press","Space","L GUI","Evolved (selected): Sends L GUI+Space.","Sends L GUI+Space."
"2","Dynamic Windows layer","9","1","right brace","Key Press","}","","Evolved (selected): Sends }.","Sends }."
"2","Dynamic Windows layer","10","1","Momentary Layer","Momentary Layer","Layer::6","","Evolved (selected): Momentary Layer: Layer::6",""
"2","Dynamic Windows layer","11","1","Win+Down","Key Press","DownArrow","L GUI","Evolved (selected): Sends L GUI+DownArrow.","Sends L GUI+DownArrow."
"2","Dynamic Windows layer","12","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","0","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","1","2","MB3","Mouse Key Press","MB3","","Evolved (selected): Mouse Key Press: MB3",""
"2","Dynamic Windows layer","2","2","coach_travel_toggle","coach_travel_toggle","","","Evolved (selected): coach_travel_toggle",""
"2","Dynamic Windows layer","3","2","equals","Key Press","=","","Evolved (selected): Sends =.","Sends =."
"2","Dynamic Windows layer","4","2","end","Key Press","End","","Evolved (selected): Sends End.","Sends End."
"2","Dynamic Windows layer","5","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","7","2","f14","Key Press","F14","","Evolved (selected): Sends F14.","Sends F14."
"2","Dynamic Windows layer","8","2","home","Key Press","Home","","Evolved (selected): Sends Home.","Sends Home."
"2","Dynamic Windows layer","9","2","Win+H","Key Press","H","L GUI","Evolved (selected): Sends L GUI+H.","Sends L GUI+H."
"2","Dynamic Windows layer","10","2","coach_base","coach_base","","","Evolved (selected): coach_base",""
"2","Dynamic Windows layer","11","2","dash","Key Press","_","","Evolved (selected): Sends _.","Sends _."
"2","Dynamic Windows layer","12","2","Toggle Layer","Toggle Layer","Layer::6","","Evolved (selected): Toggle Layer: Layer::6",""
"2","Dynamic Windows layer","0","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","1","3","Win+Shift+Right","Key Press","RightArrow","L GUI,L Shift","Evolved (selected): Sends L GUI+L Shift+RightArrow.","Sends L GUI+L Shift+RightArrow."
"2","Dynamic Windows layer","2","3","Win+Tab","Key Press","Tab","L GUI","Evolved (selected): Sends L GUI+Tab.","Sends L GUI+Tab."
"2","Dynamic Windows layer","3","3","Win+2","Key Press","2","L GUI","Evolved (selected): Sends L GUI+2.","Sends L GUI+2."
"2","Dynamic Windows layer","4","3","Win+V","Key Press","V","L GUI","Evolved (selected): Sends L GUI+V.","Sends L GUI+V."
"2","Dynamic Windows layer","5","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","7","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","8","3","Win+C","Key Press","C","L GUI","Evolved (selected): Sends L GUI+C.","Sends L GUI+C."
"2","Dynamic Windows layer","9","3","Delete","Key Press","Delete","","Evolved (selected): Sends Delete.","Sends Delete."
"2","Dynamic Windows layer","10","3","Win+Up","Key Press","UpArrow","L GUI","Evolved (selected): Sends L GUI+UpArrow.","Sends L GUI+UpArrow."
"2","Dynamic Windows layer","11","3","Win+Shift+S","Key Press","S","L GUI,L Shift","Evolved (selected): Sends L GUI+L Shift+S.","Sends L GUI+L Shift+S."
"2","Dynamic Windows layer","12","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","3","4","Ctrl+Shift+Home","Key Press","Home","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+Home.","Sends L Ctrl+L Shift+Home."
"2","Dynamic Windows layer","4","4","Ctrl+;","Key Press",":","L Ctrl","Evolved (selected): Sends L Ctrl+:.","Sends L Ctrl+:."
"2","Dynamic Windows layer","5","4","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","7","4","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","8","4","Ctrl+Shift+!","Key Press","1","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+1.","Sends L Ctrl+L Shift+1."
"2","Dynamic Windows layer","4","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","5","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"2","Dynamic Windows layer","7","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","0","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","1","0","F7","Key Press","F7","","Evolved (selected): Sends F7.","Sends F7."
"3","Dynamic mixed Browser/Teams layer","2","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","3","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","4","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","5","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","7","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","8","0","Ctrl+Shift+X","Key Press","X","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+X.","Sends L Ctrl+L Shift+X."
"3","Dynamic mixed Browser/Teams layer","9","0","Ctrl+Z","Key Press","Z","L Ctrl","Evolved (selected): Sends L Ctrl+Z.","Sends L Ctrl+Z."
"3","Dynamic mixed Browser/Teams layer","10","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","11","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","12","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","0","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","1","1","f8","Key Press","F8","","Evolved (selected): Sends F8.","Sends F8."
"3","Dynamic mixed Browser/Teams layer","2","1","f7","Key Press","F7","","Evolved (selected): Sends F7.","Sends F7."
"3","Dynamic mixed Browser/Teams layer","3","1","Ctrl+Left","Key Press","LeftArrow","L Ctrl","Evolved (selected): Sends L Ctrl+LeftArrow.","Sends L Ctrl+LeftArrow."
"3","Dynamic mixed Browser/Teams layer","4","1","F5","Key Press","F5","","Evolved (selected): Sends F5.","Sends F5."
"3","Dynamic mixed Browser/Teams layer","5","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","7","1","Ctrl+Y","Key Press","Y","L Ctrl","Evolved (selected): Sends L Ctrl+Y.","Sends L Ctrl+Y."
